"Year","Month","CPC","HS Code","HS Description","Destination","Quantity","Unit","Gross Wt. (Kg)","Net.Wt. (Kg)","FOB Value (ETB)","FOB Value (USD)","Total tax (ETB)","Total tax (USD)"
"2015","01","1000 100","07132000","Dried chickpeas, shelled","Sudan","","","245152.0","244000.0","3276777.5","157673.828312963","0.0","0.0"
"2015","01","1000 100","01041000","LIVE SHEEP","Saudi Arabia","2200.0","UN","55000.0","55000.0","3262069.24","156966.087960735","0.0","0.0"
"2015","01","3052 505","64051000","FOOTWEAR, NES, WITH LEATHER OR COMPOSITION LEATHER UPPERS","China","11412.0","2UN","10231.5","6241.89","3249822.66","156376.800115485","0.0","0.0"
"2015","01","1000 100","64032000","SANDLES, WITH LEATHER SOLES AND STRAPS (OVER INSTEP, AROUND BIG TOE)","Canada","13800.0","2UN","15821.0","9607.0","3221199.15","154999.477913579","0.0","0.0"
"2015","01","3052 505","63041900","Bedspreads (excl. knitted or crocheted)","Norway","28968.0","M2","35200.98","29996.4","3140325.12","151107.935713598","0.0","0.0"
"2015","01","3052 505","41131000","LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..","Italy","","","11775.0","11560.0","3134022.8","150804.677124435","0.0","0.0"
"2015","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Taiwan, Province of China","","","38912.0","38400.0","3086191.69","148503.112789914","0.0","0.0"
"2015","01","1000 100","09093100","--NEITHER CRUSHED NOR GROUND","Turkey","","","60120.0","60000.0","3011690.75","144918.234529882","0.0","0.0"
"2015","01","1000 100","07133900","Dried beans, shelled, nes","Indonesia","","","120480.0","120000.0","2987304.6","143744.808006929","0.0","0.0"
"2015","01","1000 100","12074010","---STERALIZED","Netherlands","","","57239.0","57000.0","2982187.29","143498.570397459","0.0","0.0"
"2015","01","1071 100","25232900","--other","Somalia","","","1507500.0","1500000.0","2957088.46","142290.850736214","0.0","0.0"
"2015","01","1000 100","62063000","WOMEN'S OR GIRLS' BLOUSES, SHIRTS, ETC, OF COTTON","Germany","67821.0","UN","8796.0","8103.0","2925431.5","140767.563275912","0.0","0.0"
"2015","01","1000 100","09101100","--NEITHER CRUSHED NOR GROUND","Kenya","","","150030.0","150000.0","2884332.0","138789.914348956","0.0","0.0"
"2015","01","1000 100","01022910","---OX","Sudan","280.0","UN","89600.0","89600.0","2848164.0","137049.562121066","0.0","0.0"
"2015","01","1000 100","13019000","NATURAL GUMS,RESINS,GUM-RESINS,NATURAL OLEOR'INS/BALSAMS (EXCL. GUMARABIC)","Kuwait","","","26052.0","26000.0","2824355.13","135903.913482822","0.0","0.0"
